segment,n_all,n_above,mc,b,sigma_b,mmax,mdot,n,dip,depth_med,depth_iqr,shallow_frac,outer_rise,f_thrust,f_normal,f_strike-slip,f_oblique,trench,w_b,Te,age_Ma,type
aleutian_11,32,17,5.199999999999999,,,8.25,440084151143713.7,32.0,,33.1,19.475,0.9375,0.03125,0.75,0.125,0.0,0.125,aleutian,468.060485561144,32.565137753655314,51.7730844345,1.0
aleutian_12,8,6,5.1000000000000005,,,6.91,4368559499532.8164,,,,,,,,,,,,,,,
aleutian_13,44,32,5.1000000000000005,,,6.8,8655151129640.016,44.0,,28.7,31.075000000000003,0.9318181818181818,0.0,0.4772727272727273,0.0454545454545454,0.1136363636363636,0.3636363636363636,aleutian,308.2652843153153,54.14615122469833,,1.0
aleutian_14,42,22,5.199999999999999,,,6.96,12222291982213.1,42.0,,18.85,18.075,0.9523809523809524,0.0,0.4285714285714285,0.0714285714285714,0.2619047619047619,0.238095238095238,aleutian,612.2610600297171,62.980587787067975,,0.0
aleutian_15,36,22,5.0,,,7.93,142895704138885.94,36.0,,16.5,17.075000000000003,1.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.6111111111111112,0.2777777777777778,aleutian,,,,1.0
aleutian_16,13,9,5.2,,,7.73,74660016099450.7,,,,,,,,,,,,,,,
hikurangi_01,65,30,5.3,,,6.57,3256414153620.395,65.0,,25.5,15.3,0.953846153846154,0.0307692307692307,0.3384615384615385,0.2307692307692307,0.0769230769230769,0.3538461538461538,hikurangi,,,128.20890593,0.0
izu-bonin_01,52,17,5.399999999999999,,,6.55,3061052372242.461,52.0,50.48444228442769,57.6,95.05,0.5384615384615384,0.0384615384615384,0.5961538461538461,0.0769230769230769,0.0769230769230769,0.25,izu-bonin,1060.6212910854656,19.77766853199029,138.3925421195,1.0
izu-bonin_02,61,41,5.0,,,7.43,28260349742800.75,61.0,,17.3,9.6,0.9508196721311476,0.4754098360655737,0.1147540983606557,0.6885245901639344,0.0655737704918032,0.1311475409836065,izu-bonin,1281.5355132876916,59.407105477415385,139.215851497,1.0
izu-bonin_03,47,18,5.299999999999999,,,6.53,2125402031145.3545,47.0,,16.6,10.699999999999998,0.9787234042553192,0.1063829787234042,0.6382978723404256,0.2340425531914893,0.0212765957446808,0.1063829787234042,izu-bonin,131.07683800745534,12.503199232258128,142.558179225,1.0
izu-bonin_04,76,55,5.0,1.0065822378709997,0.12009595613428997,6.81,6428181717440.02,76.0,,18.95,13.1,0.8421052631578947,0.0526315789473684,0.6710526315789473,0.1710526315789473,0.0263157894736842,0.131578947368421,izu-bonin,571.0248128999438,24.08402876145349,140.747028947,1.0
izu-bonin_05,113,68,5.199999999999999,1.0124108594247885,0.09864882139177043,6.35,6041274504036.872,113.0,,17.1,7.399999999999999,0.8849557522123894,0.079646017699115,0.7610619469026548,0.1504424778761062,0.0176991150442477,0.0707964601769911,izu-bonin,206.20602201933264,17.3565725131453,137.7332365115,1.0
izu-bonin_06,89,23,5.499999999999998,,,6.15,2700893182218.3647,89.0,33.04240334054093,22.9,46.0,0.8426966292134831,0.0224719101123595,0.6067415730337079,0.1685393258426966,0.0224719101123595,0.2022471910112359,izu-bonin,429.9917700631976,23.675172738129124,134.903635451,1.0
izu-bonin_07,150,95,5.1,0.9746745991214009,0.08417328827406124,6.81,11346117209954.355,150.0,29.699809025306813,16.4,19.65,0.9266666666666666,0.1666666666666666,0.38,0.2866666666666667,0.1666666666666666,0.1666666666666666,izu-bonin,652.3120500957621,28.623254098765585,133.070150012,1.0
japan_01,297,189,5.199999999999999,0.8827883101711615,0.05777040194520076,7.73,125489080087762.52,297.0,12.05600277823675,27.7,24.4,0.9696969696969696,0.0235690235690235,0.8686868686868687,0.0639730639730639,0.0134680134680134,0.0538720538720538,japan,625.4812545369692,69.66152517286594,133.1179605785,1.0
japan_02,240,118,5.299999999999999,0.817332517776451,0.06550422826804843,7.59,99539776975300.34,240.0,10.885192455399462,29.75,27.125,0.9666666666666668,0.0666666666666666,0.6208333333333333,0.2041666666666666,0.0166666666666666,0.1583333333333333,japan,519.5502553957838,58.14743687585678,134.5262977,1.0
japan_03,217,141,5.1,0.7368895541318704,0.06763757092242685,9.08,7748923994200791.0,217.0,,19.6,20.8,0.967741935483871,0.1336405529953917,0.3640552995391705,0.456221198156682,0.0414746543778801,0.1382488479262673,japan,250.00094218280617,27.836501418877667,136.095657644,1.0
japan_04,331,182,5.199999999999999,1.0987155366470924,0.07751272387210725,7.1,33455318140687.996,331.0,15.383671269812268,27.9,26.4,0.9637462235649548,0.0211480362537764,0.6163141993957704,0.2416918429003021,0.0211480362537764,0.120845921450151,japan,361.02276767833615,28.73188833359881,137.155315751,1.0
japan_05,397,233,5.199999999999999,1.1311269202264413,0.0714855451990158,7.89,147842654469704.28,397.0,13.136763175746095,36.1,31.2,0.9269521410579346,0.0025188916876574,0.7128463476070529,0.0931989924433249,0.0478589420654911,0.1460957178841309,japan,625.8875223177348,43.97577198150645,131.165013894,1.0
kermadec_01,129,62,5.299999999999999,0.9192986643223506,0.12192903762662463,7.25,43748025991717.8,129.0,41.6159878852316,18.4,13.2,0.8914728682170543,0.0852713178294573,0.1860465116279069,0.5038759689922481,0.0620155038759689,0.2480620155038759,kermadec,169.62128327534532,72.15114585820936,125.8757818065,1.0
kermadec_02,108,46,5.3999999999999995,,,6.86,9495425353272.578,108.0,42.2618654860497,25.0,39.0,0.8055555555555556,0.0185185185185185,0.5925925925925926,0.1296296296296296,0.0555555555555555,0.2222222222222222,kermadec,149.2840323118563,45.00885576703864,123.599063129,1.0
kermadec_03,176,106,5.199999999999999,1.2295730523970279,0.10445038642567098,7.4,27181217645521.598,176.0,51.21615571473394,21.6,31.175,0.9318181818181818,0.034090909090909,0.6363636363636364,0.1931818181818181,0.0284090909090909,0.1420454545454545,kermadec,164.43744439977962,31.63938291933099,120.767797786,1.0
kermadec_04,285,134,5.299999999999999,1.1030223763274385,0.0958028619868023,7.44,50184799094464.78,285.0,54.62757318638221,21.3,27.0,0.8947368421052632,0.0105263157894736,0.7649122807017544,0.1052631578947368,0.0105263157894736,0.119298245614035,kermadec,228.6071915843144,30.23788661431385,117.589932986,1.0
kermadec_05,323,126,5.3999999999999995,0.8954525400067042,0.07057591097985823,7.29,61474594997266.27,323.0,53.23532959067598,33.7,31.1,0.891640866873065,0.0247678018575851,0.739938080495356,0.0681114551083591,0.0402476780185758,0.1517027863777089,kermadec,595.876636236015,19.39262161159525,114.710140514,1.0
kermadec_06,438,296,5.199999999999999,0.8690587252796252,0.05039773910043474,8.07,434645431694628.9,438.0,53.367372557453095,23.05,22.75,0.9497716894977168,0.0662100456621004,0.817351598173516,0.1187214611872146,0.0159817351598173,0.047945205479452,kermadec,125.99663981826993,12.554439744857511,111.158754766,1.0
kermadec_07,347,257,5.1,0.8630146280765165,0.04856968538813919,7.88,270863264904495.75,347.0,52.924854887728976,19.2,15.0,0.9106628242074928,0.0576368876080691,0.7204610951008645,0.170028818443804,0.0172910662824207,0.0922190201729106,kermadec,1371.462719952823,81.42386480803654,106.76384893,1.0
kermadec_08,216,151,5.199999999999999,1.1363449448516914,0.0711166861393636,6.96,14667252634597.605,216.0,45.01428169984333,18.75,12.7,0.875,0.0185185185185185,0.7268518518518519,0.0648148148148148,0.0648148148148148,0.1435185185185185,kermadec,1168.828236008492,17.978208730279988,102.83475209,1.0
kermadec_09,98,50,5.3,1.0006785297309986,0.16053355484614273,7.84,122932832694417.58,98.0,48.30964933514944,74.85,124.1,0.5,0.0408163265306122,0.3673469387755102,0.173469387755102,0.0714285714285714,0.3877551020408163,kermadec,827.9721413538683,21.035844896392653,98.5539466046,1.0
kermadec_10,287,119,5.399999999999999,1.1905331339895617,0.12180155400392367,7.57,111780783511365.3,287.0,44.61150110270823,22.7,34.45,0.7630662020905923,0.048780487804878,0.5853658536585366,0.1428571428571428,0.0452961672473867,0.2264808362369338,kermadec,202.80837408488264,16.546567196726095,94.25797894365,1.0
kuril-kamchatka_01,183,62,5.499999999999998,0.8174334510625856,0.10654526290965642,8.26,536857350118261.56,183.0,20.635393026565488,42.7,35.349999999999994,0.7814207650273224,0.0054644808743169,0.6721311475409836,0.1092896174863388,0.0163934426229508,0.2021857923497267,kuril-kamchatka,482.88321943139726,23.177657089741217,131.98457953349998,1.0
kuril-kamchatka_02,59,31,5.299999999999999,,,6.98,10610638587529.78,59.0,26.196699979053854,58.8,48.85,0.6271186440677966,0.0,0.4745762711864407,0.0847457627118644,0.0169491525423728,0.423728813559322,kuril-kamchatka,,,131.5881394105,1.0
kuril-kamchatka_03,205,117,5.299999999999999,0.9969090520439584,0.0958782945803048,8.25,483636560701651.4,205.0,27.001787225633205,51.9,35.49999999999999,0.7560975609756098,0.0048780487804878,0.5170731707317073,0.0585365853658536,0.0292682926829268,0.3951219512195122,kuril-kamchatka,413.56724388539794,28.2068660381632,127.064486253,1.0
kuril-kamchatka_04,119,49,5.299999999999999,,,7.55,101729942196995.11,119.0,34.65529823724112,34.7,29.45,0.8319327731092437,0.0168067226890756,0.7563025210084033,0.0168067226890756,0.0252100840336134,0.2016806722689075,kuril-kamchatka,,,126.5365059265,1.0
kuril-kamchatka_05,126,79,5.299999999999999,0.7840325427412439,0.08470305936598375,7.88,169664698126326.06,126.0,37.669202700032606,32.75,28.625,0.8492063492063492,0.0396825396825396,0.7222222222222222,0.0873015873015873,0.0079365079365079,0.1825396825396825,kuril-kamchatka,,,123.68390214,0.0
kuril-kamchatka_06,163,41,5.599999999999998,,,7.56,76335858168682.48,163.0,38.60483099096989,32.8,25.25,0.803680981595092,0.0122699386503067,0.7423312883435583,0.0245398773006134,0.0306748466257668,0.2024539877300613,kuril-kamchatka,714.2403343709535,36.38905014259448,120.023711511,1.0
kuril-kamchatka_07,178,108,5.1,1.001362170058736,0.1000413009630618,8.1,273446264372489.94,178.0,44.40523956793138,19.15,26.875,0.9269662921348316,0.0730337078651685,0.6910112359550562,0.1404494382022472,0.0224719101123595,0.146067415730337,kuril-kamchatka,1033.0541822700238,71.22052424746563,117.929306733,1.0
kuril-kamchatka_08,149,83,5.199999999999999,0.966392546862461,0.11048131252668267,8.3,547918770947608.06,149.0,38.84783892932934,26.0,33.4,0.8053691275167785,0.1073825503355704,0.4832214765100671,0.2885906040268456,0.0335570469798657,0.1946308724832214,kuril-kamchatka,812.5402356194626,56.21599545966576,114.328486798,1.0
kuril-kamchatka_09,176,124,5.1,0.9952414665681593,0.07191623935461722,6.48,10027617249759.988,176.0,42.1393217901217,40.9,21.675000000000004,0.8636363636363636,0.0056818181818181,0.8295454545454546,0.0454545454545454,0.0,0.125,kuril-kamchatka,650.1176244238231,45.505043580148914,113.2348691065,1.0
kuril-kamchatka_10,75,52,5.1,0.899375271165633,0.10924156623719429,7.48,34533657098184.895,75.0,32.01891819079665,43.4,48.39999999999999,0.7066666666666667,0.0266666666666666,0.6133333333333333,0.0533333333333333,0.04,0.2933333333333333,kuril-kamchatka,304.1383798572523,46.27880344660272,112.331209489,1.0
kuril-kamchatka_11,57,43,5.1000000000000005,,,6.82,10872167620680.83,57.0,40.8340434785656,51.9,52.0,0.6666666666666666,0.0526315789473684,0.6666666666666666,0.1228070175438596,0.0,0.2105263157894736,kuril-kamchatka,552.9224863635184,45.257908072536026,111.3050199615,1.0
kuril-kamchatka_12,94,39,5.499999999999998,,,7.47,46950282158682.73,94.0,37.54679993817172,34.95,34.375,0.7978723404255319,0.0212765957446808,0.7978723404255319,0.0319148936170212,0.0,0.1702127659574468,kuril-kamchatka,194.31840785803368,11.352812222017128,109.425406228,1.0
kuril-kamchatka_13,145,93,5.199999999999999,1.182359098858385,0.11713670325556938,6.84,11547597411048.229,145.0,29.500749776533592,31.0,26.000000000000004,0.9103448275862068,0.0,0.903448275862069,0.0068965517241379,0.0,0.0896551724137931,kuril-kamchatka,173.25509987627203,19.922898488196136,107.996814842,1.0
kuril-kamchatka_14,72,48,5.199999999999999,,,6.42,3003853454110.1826,72.0,29.141556636036697,42.1,26.425000000000004,0.9166666666666666,0.0416666666666666,0.7083333333333334,0.1388888888888889,0.0416666666666666,0.1111111111111111,kuril-kamchatka,443.82578239652463,24.104476642247835,106.692101352,1.0
kuril-kamchatka_15,189,107,5.199999999999999,0.8312971299400329,0.07653847305308013,7.75,122621747338634.23,189.0,40.038393641348335,26.1,27.8,0.8677248677248677,0.0582010582010582,0.4285714285714285,0.1005291005291005,0.1693121693121693,0.3015873015873015,kuril-kamchatka,1028.7793218161155,33.126001897445086,105.103026183,1.0
manila_04,7,2,5.599999999999999,,,5.69,181806996614.52353,,,,,,,,,,,,,,,
manila_05,6,2,5.2,,,6.28,496118118985.5647,,,,,,,,,,,,,,,
manila_06,64,44,5.0,,,6.58,3940291700176.916,64.0,,26.4,23.525,0.953125,0.0,0.359375,0.28125,0.09375,0.265625,manila,836.6195287504889,41.203303119847206,41.1398743217,1.0
manila_07,264,130,5.299999999999999,1.2201919742256864,0.09340832524625989,6.68,14107791243673.03,264.0,46.40559118115928,27.05,20.7,0.928030303030303,0.1174242424242424,0.4469696969696969,0.2575757575757575,0.1515151515151515,0.1439393939393939,manila,258.3491492947699,20.24880519683057,54.7917033433,1.0
mariana_01,144,77,5.199999999999999,1.5826159539304476,0.13791600718271363,6.01,2963756759638.5,144.0,46.60418923139518,16.15,7.85,0.8888888888888888,0.0069444444444444,0.4027777777777778,0.2152777777777778,0.1527777777777778,0.2291666666666666,mariana,170.98916750605832,19.95642693452853,153.13168911999998,1.0
mariana_02,86,39,5.399999999999999,,,7.76,98805691483665.16,86.0,50.60157427955239,41.2,103.25,0.7093023255813954,0.0116279069767441,0.3720930232558139,0.1395348837209302,0.1627906976744186,0.3255813953488372,mariana,159.27169933361387,16.470516628334604,154.834151452,0.0
mariana_03,112,82,5.1,1.0151695415070312,0.07936177705557446,6.47,5109541642562.662,112.0,35.44927554621151,30.05,88.825,0.6696428571428571,0.0089285714285714,0.4285714285714285,0.1160714285714285,0.0803571428571428,0.375,mariana,944.7234427137782,40.25679377245042,155.392829597,0.0
mariana_04,43,34,5.0,,,6.5,2223176832297.793,43.0,,15.0,5.950000000000003,0.8372093023255814,0.0,0.5116279069767442,0.2093023255813953,0.0697674418604651,0.2093023255813953,mariana,544.7784273155281,29.03769591901942,155.5040635845,1.0
mariana_05,39,16,5.399999999999999,,,7.41,26580737165608.383,39.0,,15.0,3.549999999999997,0.8974358974358975,0.2564102564102564,0.282051282051282,0.4615384615384615,0.0,0.2564102564102564,mariana,1460.4291391024226,12.691441504016597,154.9434392975,1.0
mariana_06,38,23,5.1,,,6.46,2044623693020.6763,38.0,,18.45,27.05,0.8157894736842105,0.1052631578947368,0.3157894736842105,0.2368421052631578,0.1052631578947368,0.3421052631578947,mariana,1593.4938546436206,33.01725726169127,153.278155329,1.0
mariana_07,100,50,5.3,1.5090148780516102,0.2383093417757643,6.51,4800853234042.804,100.0,54.70811373886387,36.55,139.925,0.61,0.03,0.58,0.07,0.02,0.33,mariana,109.45419768742316,36.11584800140666,150.914399181,1.0
mariana_08,23,19,5.1000000000000005,,,7.72,69520105401468.22,,,,,,,,,,,,,,,
mariana_09,63,34,5.2,,,7.25,18892828479227.93,63.0,60.43000035833513,139.0,106.1,0.1746031746031746,0.0317460317460317,0.1746031746031746,0.1746031746031746,0.0952380952380952,0.5555555555555556,mariana,2002.9431402853693,29.758259733584044,147.989131207,1.0
mariana_10,37,24,5.1,,,6.26,1492088586280.3838,37.0,,23.6,39.0,0.7837837837837838,0.0,0.2432432432432432,0.3513513513513513,0.054054054054054,0.3513513513513513,mariana,755.0571154042681,37.92203607927348,146.542911771,1.0
mariana_11,42,35,5.0,,,6.58,2321526837283.8936,42.0,,15.0,8.825,0.8333333333333334,0.0238095238095238,0.1666666666666666,0.3571428571428571,0.119047619047619,0.3571428571428571,mariana,116.45366461884676,43.78986410851366,145.039474466,1.0
mariana_12,92,37,5.299999999999999,,,7.61,78890246589062.5,92.0,60.99755779672381,26.85,100.7,0.6195652173913043,0.0217391304347826,0.358695652173913,0.3152173913043478,0.0652173913043478,0.2608695652173913,mariana,57.45671286946473,31.87481449915537,142.979381712,1.0
mariana_13,62,26,5.299999999999999,,,6.54,2984514629142.9155,62.0,53.80892051947724,31.6,101.7,0.6612903225806451,0.0,0.4354838709677419,0.0806451612903225,0.0806451612903225,0.4032258064516129,mariana,556.0326273144348,6.913928085698944,140.553789568,1.0
middle_america_01,358,230,5.199999999999999,0.8691179921495511,0.04770595821090559,7.71,131183872782237.92,358.0,18.554815808023392,38.3,40.6,0.8491620111731844,0.0195530726256983,0.5139664804469274,0.2150837988826815,0.0223463687150838,0.2486033519553072,middle_america,57.28179849207599,4.603272828255717,24.6688838032,1.0
middle_america_02,263,153,5.199999999999999,0.958970352593411,0.07470326303030572,7.37,61627457282227.36,263.0,38.214840994154784,26.3,35.45,0.8479087452471483,0.0038022813688212,0.6692015209125475,0.1482889733840304,0.0,0.182509505703422,middle_america,52.75180724623426,4.96343236824802,25.0418086329,1.0
middle_america_03,163,106,5.1,0.9281293363254963,0.07520368033635773,6.84,12546021858024.916,163.0,37.61986652073992,28.0,55.900000000000006,0.7239263803680982,0.0061349693251533,0.4969325153374233,0.2269938650306748,0.0061349693251533,0.2699386503067484,middle_america,48.57872027812107,5.620023072717938,24.74182262755,1.0
middle_america_04,124,63,5.199999999999999,0.9771625842823142,0.14756138034046037,8.23,416129394111343.7,124.0,23.23259703473719,31.1,36.55,0.7983870967741935,0.0,0.3709677419354839,0.282258064516129,0.0725806451612903,0.2741935483870967,middle_america,148.53312261085273,13.135779527869962,22.8321716964,1.0
middle_america_05,31,7,5.599999999999998,,,7.75,98044494125114.16,31.0,,24.0,17.049999999999997,1.0,0.064516129032258,0.5806451612903226,0.1935483870967742,0.0,0.2258064516129032,middle_america,540.3037762485563,32.93941429753217,15.0749539211,1.0
middle_america_06,103,35,5.399999999999999,,,7.46,57107695043942.1,103.0,,19.4,13.6,0.9902912621359224,0.0097087378640776,0.8543689320388349,0.0485436893203883,0.0097087378640776,0.087378640776699,middle_america,491.31392621966535,52.10972326140002,13.842908638250002,1.0
middle_america_07,54,37,5.1,,,7.35,31095928156751.152,54.0,,24.65,14.6,1.0,0.074074074074074,0.7592592592592593,0.1296296296296296,0.0555555555555555,0.0555555555555555,middle_america,241.57094589974164,25.89053171269789,12.96520742005,1.0
middle_america_08,55,45,5.1000000000000005,,,7.27,22279844732209.12,55.0,,27.2,23.6,0.9818181818181818,0.0,0.7454545454545455,0.2,0.0181818181818181,0.0363636363636363,middle_america,74.14289854310923,11.8887502309229,12.310428361,1.0
middle_america_09,36,20,5.3,,,7.96,211843326084670.7,36.0,,49.0,32.625,0.8611111111111112,0.0,0.3888888888888889,0.3888888888888889,0.0,0.2222222222222222,middle_america,42.43781345959613,8.131764542609542,6.91094941999,1.0
middle_america_10,33,19,5.199999999999999,,,7.16,26642613710312.367,33.0,,32.0,31.5,0.8787878787878788,0.0,0.6666666666666666,0.2121212121212121,0.0606060606060606,0.0606060606060606,middle_america,44.04525455730922,23.116097083887745,3.98279082243,1.0
middle_america_11,47,21,5.499999999999999,,,7.47,32387751808729.176,47.0,,18.0,6.25,0.9787234042553192,0.0638297872340425,0.425531914893617,0.0638297872340425,0.425531914893617,0.0851063829787234,middle_america,983.7161324735456,89.84353308204459,4.66094716411,1.0
new_britain_01,238,174,5.199999999999999,0.7652378719105376,0.04746737470567646,7.39,83862805809948.39,238.0,54.418839899507,47.15,57.24999999999999,0.7226890756302521,0.0042016806722689,0.6176470588235294,0.1050420168067226,0.1260504201680672,0.1512605042016806,new_britain,1508.7304799328908,63.68416837616967,33.3318045848,0.0
new_britain_02,110,86,5.1,0.7556003528966145,0.07018245082819768,7.32,39181912095768.88,110.0,48.590042738002175,27.0,20.675000000000004,0.8818181818181818,0.0909090909090909,0.6181818181818182,0.1818181818181818,0.0272727272727272,0.1727272727272727,new_britain,226.04037528175536,23.17220469727877,44.1388600369,0.0
new_britain_03,510,189,5.499999999999998,0.8380810402257968,0.04875445986543894,7.46,138017833601990.31,510.0,53.58617041454958,32.0,33.175000000000004,0.8137254901960784,0.0588235294117647,0.6235294117647059,0.1098039215686274,0.1,0.1666666666666666,new_britain,228.2072620055203,27.33685490242084,41.9920882573,1.0
new_britain_04,659,363,5.299999999999998,0.8312184800742383,0.042947710328039436,8.0,780704530206544.4,659.0,51.150634450331744,40.0,36.2,0.8057663125948407,0.0440060698027314,0.5978755690440061,0.0910470409711684,0.1047040971168437,0.2063732928679817,new_britain,175.20536348798123,43.49317378862271,36.9098973802,1.0
new_hebrides_01,884,591,5.199999999999999,0.800611493823331,0.030333271028963063,7.82,516469531060785.4,884.0,,48.95,110.25,0.5565610859728507,0.0113122171945701,0.7918552036199095,0.0339366515837104,0.0429864253393665,0.1312217194570135,new_hebrides,1109.153134486165,27.21209418373944,,1.0
new_hebrides_02,6,0,5.3,,,5.19,48087296230.93938,,,,,,,,,,,,,,,
new_hebrides_03,9,2,5.499999999999999,,,6.77,2561204631267.4897,,,,,,,,,,,,,,,
new_hebrides_04,534,365,5.199999999999999,0.8440760697267655,0.03778980788981023,7.42,138059701668558.66,534.0,69.07024462389903,22.1,20.35,0.848314606741573,0.0205992509363295,0.6254681647940075,0.0674157303370786,0.1067415730337078,0.2003745318352059,new_hebrides,172.50285184002087,46.35914798834944,38.23681147845,1.0
new_hebrides_05,150,111,5.1,0.8393990508664643,0.07289253466896024,7.3,39499182159067.65,150.0,65.6474033214091,31.0,100.575,0.7133333333333334,0.06,0.36,0.3466666666666667,0.02,0.2733333333333333,new_hebrides,190.0218347731937,35.90400366423635,34.5784077912,0.0
new_hebrides_06,330,180,5.299999999999999,0.8229603825938008,0.055794877200101956,7.38,104066984800977.8,330.0,65.49638657747366,28.7,80.1,0.7363636363636363,0.0787878787878787,0.4787878787878787,0.3,0.0363636363636363,0.1848484848484848,new_hebrides,2077.7344361763685,99.43840212240283,38.5798779637,0.0
new_hebrides_07,306,213,5.199999999999999,0.8393496474493478,0.05298406994214074,7.53,129442856082245.89,306.0,59.10038398502719,18.75,16.75,0.8660130718954249,0.3398692810457516,0.2777777777777778,0.4444444444444444,0.1045751633986928,0.1732026143790849,new_hebrides,2406.1040097102787,85.07439204810754,41.1375680125,1.0
new_hebrides_08,310,232,5.1,0.8030311612461503,0.0519868273639,7.67,188481996684380.84,310.0,72.29776968714982,19.05,14.075000000000005,0.8903225806451613,0.1870967741935484,0.3838709677419354,0.2806451612903226,0.1548387096774193,0.1806451612903225,new_hebrides,2487.456112354016,120.22174086922064,36.0671845452,1.0
new_hebrides_09,208,116,5.299999999999999,1.1035741489764979,0.1037382121542723,7.68,77561947483787.95,208.0,75.93322187827498,21.3,14.6,0.8557692307692307,0.1153846153846153,0.4567307692307692,0.2451923076923076,0.0913461538461538,0.2067307692307692,new_hebrides,145.49580205643036,60.34162312830313,34.89839903555,1.0
palau_01,4,2,5.000000000000001,,,6.06,294674204135.23035,,,,,,,,,,,,,,,
peru-chile_01,214,118,5.3,0.8889288614845423,0.08581042150616203,8.78,2639808279819548.5,214.0,31.59744845793137,19.15,14.374999999999998,0.9205607476635514,0.0607476635514018,0.7336448598130841,0.1448598130841121,0.0093457943925233,0.1121495327102803,peru-chile,35.79994939941949,10.06306678238992,35.2543803918,1.0
peru-chile_02,122,68,5.3,0.9174285420758344,0.11563277119347319,7.94,168431344376023.6,122.0,,23.2,12.975,0.9918032786885246,0.0081967213114754,0.918032786885246,0.040983606557377,0.0,0.040983606557377,peru-chile,391.231036226488,14.543590592400072,37.1434868571,1.0
peru-chile_03,144,109,5.2,0.8743645830708267,0.07799058960864849,7.37,49491044056237.17,144.0,22.936290683053425,33.95,25.85,0.8333333333333334,0.0138888888888888,0.7708333333333334,0.0555555555555555,0.0277777777777777,0.1458333333333333,peru-chile,424.59360065698223,27.998191125541663,38.83605809475,1.0
peru-chile_04,139,90,5.2,0.7607338141551707,0.0741165976709928,8.27,477557402961423.06,139.0,26.974172489425865,35.4,19.9,0.9280575539568344,0.014388489208633,0.8561151079136691,0.0431654676258992,0.014388489208633,0.0863309352517985,peru-chile,94.85995503773552,19.87833136185064,39.9077606987,1.0
peru-chile_05,94,65,5.2,0.8441728864746225,0.09060974951846254,6.79,17207785112776.588,94.0,23.389619122684326,40.95,26.550000000000004,0.8936170212765957,0.0212765957446808,0.6914893617021277,0.0957446808510638,0.0425531914893617,0.1702127659574468,peru-chile,98.50965180525353,13.244137085150204,41.4027289555,1.0
peru-chile_06,58,27,5.3999999999999995,,,6.86,10278909225458.506,58.0,22.934176971017735,35.7,25.375,0.8793103448275862,0.0344827586206896,0.7586206896551724,0.1034482758620689,0.0172413793103448,0.1206896551724138,peru-chile,76.52618766887119,13.454632111384026,45.4158343178,1.0
